Date,Open,High,Low,Close,Volume
2025-01-02,193.381802255391,200.0274653390722,193.0774982626213,197.877685546875,10951400.0
2025-01-03,200.3514177018653,204.96509248684876,199.9587552865976,204.77857971191406,10261900.0
2025-01-06,214.75197648598242,218.1189723815399,211.72854334669486,215.9691925048828,24339900.0
2025-01-07,217.1766051332744,217.41218759156678,207.43880242233382,207.53695678710938,17010000.0
2025-01-08,206.11361026591754,206.43755115460453,202.1379911501737,203.31594848632812,13262700.0
2025-01-10,203.78710653290173,206.12338391632446,199.4973582484293,204.54295349121094,17265200.0
2025-01-13,196.8371745312873,199.8507819076943,196.37580553897592,197.6617431640625,16612400.0
2025-01-14,201.4214067172163,202.47174691133299,194.85427534309173,197.75009155273438,14182900.0
2025-01-15,198.77099264402855,205.20068072786154,195.68866374556282,203.0018310546875,18286500.0
2025-01-16,214.8697657763514,217.87356202343722,209.25482070823492,210.84506225585938,38539600.0
2025-01-17,211.2181025934703,211.7187303435454,207.18358784715863,207.61550903320312,21606100.0
2025-01-21,210.52114131980596,216.10662373274755,208.15540082904354,214.68325805664062,19061300.0
2025-01-22,217.87355928213137,221.28963977715546,215.2820473585719,219.10060119628906,17294500.0
2025-01-23,216.05754925567436,220.5730545757548,215.38021971302751,220.49452209472656,8986800.0
2025-01-24,222.06512577183747,222.241812607527,216.9017390888884,217.80484008789062,13183800.0
2025-01-27,193.42106117398708,203.19813757237432,184.2231599330463,188.77793884277344,68667500.0
2025-01-28,192.05659096982373,199.11453833010734,188.92519264299813,198.6826171875,31738800.0
2025-01-29,200.73426964798279,202.6582632060178,196.0813207740119,198.6139373779297,15199500.0
2025-01-30,202.77604332858198,205.77001358045874,201.6471557939459,204.32701110839844,13539000.0
2025-01-31,206.07432224223862,211.05121148890842,204.37610040890024,205.4755401611328,15746900.0
2025-02-03,195.9635104464069,201.22506687534135,194.34380610123142,196.13038635253906,17719800.0
2025-02-04,200.3219592520505,201.97109637295486,198.36850315852655,200.3023223876953,12692900.0
2025-02-05,202.21651340815654,206.61422756401277,200.08637037987398,204.73931884765625,10997800.0
2025-02-06,206.20192896454392,207.3013536826201,203.1981328751299,206.63385009765625,8491400.0
2025-02-07,209.09775944603237,209.26463535398537,201.9416573765679,202.3343048095703,11616200.0
2025-02-10,204.1797914634577,206.1234218228205,202.73678885435098,204.13070678710938,9296500.0
2025-02-11,201.36249131340278,205.98597686346253,197.30834003107458,204.90618896484375,9224500.0
2025-02-12,201.13669497388534,203.26685281627135,199.28140828740257,202.5895233154297,7373700.0
2025-02-13,198.17219258502806,198.5844768925795,195.57085460222098,198.12310791015625,15580900.0
2025-02-14,196.30707335044397,202.46191990968953,193.8333675862775,200.1550750732422,23220300.0
2025-02-18,200.999261481411,202.06925333439222,196.83714520547352,199.01637268066406,14988100.0
2025-02-19,198.29977592903938,198.87895107184727,196.34633487014077,197.25924682617188,13163100.0
2025-02-20,196.60155255970264,196.66044817205145,193.9805929604135,196.42486572265625,10639300.0
2025-02-21,197.63228894390426,198.96731120161243,192.40999114863592,194.5990447998047,13757300.0
2025-02-24,193.26400454981965,195.13891311500944,187.943552879745,188.1300506591797,15114300.0
2025-02-25,187.14844234109964,189.975551939885,184.02685464122436,185.89195251464844,20581000.0
2025-02-26,187.58036671186903,192.47872391653846,187.58036671186903,191.0455322265625,14112300.0
2025-02-27,191.11424561319234,191.19277809764432,177.7542118835444,177.76402282714844,24219200.0
2025-02-28,176.01671552181463,178.81437722717504,172.2963308296179,177.2143096923828,27929400.0
2025-03-03,177.8229388534028,178.23523818872764,167.9280843335214,169.79318237304688,37403000.0
2025-03-04,171.84475885424763,180.22791736836857,170.98091657739133,176.69403076171875,29395200.0
2025-03-05,179.63894175809273,181.34698954741108,177.4008184361111,180.8954315185547,17334000.0
2025-03-06,175.30012523525366,178.21557814487267,172.56135917904692,172.62026977539062,17864300.0
2025-03-07,172.5613527831208,175.19213844966438,167.8789715987717,173.84730529785156,21012700.0
2025-03-10,169.3023271904084,171.67787841032563,164.8260809261982,167.5157470703125,18265100.0
2025-03-11,167.51578031324703,170.1465663458417,165.01262642982215,167.8299102783203,16561100.0
2025-03-12,172.3748587282097,174.85839043097488,171.55027515602941,173.916015625,14737600.0
2025-03-13,170.69625190923483,170.69625190923483,167.36851488112123,168.43849182128906,14381600.0
2025-03-14,169.4790385738201,171.16744959922298,168.77226116883566,170.89259338378906,11449400.0
2025-03-17,170.75516343842025,173.90621391660974,170.62756125454655,173.00311279296875,9678100.0
2025-03-18,171.84420371703155,172.04129234734563,167.9516318430601,170.6123809814453,9986000.0
2025-03-19,170.48427249619868,173.1745692333503,169.24260054910545,171.23321533203125,10678500.0
2025-03-20,172.3073863437074,176.0718291556694,172.01174585220568,174.8892822265625,12209700.0
2025-03-21,172.36649286299152,174.62318546573724,171.26276948276578,174.16001892089844,9993200.0
2025-03-24,177.37262000286188,180.26985436833027,177.06711534162807,178.52560424804688,11440000.0
2025-03-25,179.81655522168182,179.85596693262767,177.18538368676613,178.26937866210938,8718800.0
2025-03-26,176.62367652180157,176.9390303769863,168.97652597636554,170.9770050048828,14612400.0
2025-03-27,168.89769030683823,169.11449232663966,165.11353420341266,165.7935028076172,17559100.0
2025-03-28,165.5963758845333,166.17780760343155,161.6742567768864,162.84695434570312,16332000.0
2025-03-31,158.02807597915856,163.7141739468438,157.40723250753592,163.5860595703125,19408300.0
2025-04-01,163.9704019839043,166.41433429867445,162.6597406720627,166.18768310546875,9180000.0
2025-04-02,164.42370089754408,169.25243989282757,163.93097181488665,167.91221618652344,10072700.0
2025-04-03,157.73243614785235,159.4471388189363,154.9238893166978,155.09141540527344,28370500.0
2025-04-04,148.69580409018576,149.10969477678094,142.73377829544694,144.665283203125,36085100.0
2025-04-07,132.55397250933532,151.51419303845535,132.29775879943173,144.04441833496094,46388300.0
2025-04-08,149.76993659588322,150.39078008849052,136.9589796904957,139.31422424316406,30479700.0
2025-04-09,138.16121723437755,158.28426904861382,135.894660685229,156.44146728515625,45612500.0
2025-04-10,153.23875980669712,153.73148893790835,144.77367694134387,148.93231201171875,24503500.0
2025-04-11,153.73149485715285,155.7122606276051,151.02148453114535,154.79579162597656,19632200.0
2025-04-14,155.99805612136186,156.2838324198637,151.79014485609153,153.57382202148438,17509400.0
2025-04-15,154.2143634729415,155.9487645404872,153.78075944683025,155.04214477539062,14306600.0
2025-04-16,148.41002969219187,151.30726453537622,146.3307120259125,149.46446228027344,23806100.0
2025-04-17,153.78075442377525,155.20966579995059,149.24764070946162,149.53343200683594,27239900.0
2025-04-21,147.8088849624508,148.0946612322026,143.71922429600804,145.70985412597656,15170500.0
2025-04-22,145.84781241968727,150.38092611776133,145.2959582380571,149.1983642578125,12668600.0
2025-04-23,157.0524643225267,158.0477867015265,153.73147508913934,155.51515197753906,17667900.0
2025-04-24,155.4855848747269,162.15714072497394,155.10125679975275,161.79251098632812,18761100.0
2025-04-25,161.54615836796253,163.49737646506995,158.81644993220866,162.69915771484375,14654800.0
2025-04-28,162.60060388947855,162.91595773291507,158.16604196522005,161.02386474609375,11415600.0
2025-04-29,161.9896284824502,163.58606600150046,161.1224204291887,162.08816528320312,9830100.0
2025-04-30,161.16180455778687,164.492657613254,159.39784124616585,164.26600646972656,10073000.0
